,id,address,twitterUsername,twitterName,twitterPfpUrl,twitterUserId,ftUsername,ftName,ftPfpUrl,lastOnline,lastMessageTime,holderCount,holdingCount,watchlistCount,followerCount,followingCount,shareSupply,displayPrice,netBuy,lifetimeFeesCollectedInWei,userBio,rank,message,cluster_kmeans
50,14473.0,0xa6621b9455f74de5e456fa35a044141e846b4ae6,CryptoYonce,CryptoYoncé,https://d3egfmvgqzu76k.cloudfront.net/twitterPfps/0xa6621b9455f74de5e456fa35a044141e846b4ae6.jpg?Expires=1822099017&Key-Pair-Id=K11ON08J8XW8N0&Signature=FoT6-NKIDbADMeWzNyHFX2WFrcmJzfvIjwIVjtsFH9Vhr8SOfL6XOBOmMX8HRGPUuDvggrJ230AXfzlBsCa~yBSPY~q~eCrC4eSXrVoKaClI2IVJGWJT25oW~9833dl0MRJh2YtZbtk3-ZR4CFJ1DW4rWCrohQAtLHlecPIUa5elxc4ybHOlH~w4b-qnRTIY3~kov~A8ukxbJtjg6KefBIucy-nj40jCepAwXFZn445Z8JlJDeUOCBxb9jG~ggYurXcdb73w-t7dglE~CfQ08K0J5j33~R7rQnujNyEWI~R9Ze9UPVx~BMHm1XDKaeA2QbCyva60NIsRMO7~~PlaPw__,1123238342794141697,CryptoYonce,CryptoYoncé,https://d3egfmvgqzu76k.cloudfront.net/twitterPfps/0xa6621b9455f74de5e456fa35a044141e846b4ae6.jpg?Expires=1822099017&Key-Pair-Id=K11ON08J8XW8N0&Signature=FoT6-NKIDbADMeWzNyHFX2WFrcmJzfvIjwIVjtsFH9Vhr8SOfL6XOBOmMX8HRGPUuDvggrJ230AXfzlBsCa~yBSPY~q~eCrC4eSXrVoKaClI2IVJGWJT25oW~9833dl0MRJh2YtZbtk3-ZR4CFJ1DW4rWCrohQAtLHlecPIUa5elxc4ybHOlH~w4b-qnRTIY3~kov~A8ukxbJtjg6KefBIucy-nj40jCepAwXFZn445Z8JlJDeUOCBxb9jG~ggYurXcdb73w-t7dglE~CfQ08K0J5j33~R7rQnujNyEWI~R9Ze9UPVx~BMHm1XDKaeA2QbCyva60NIsRMO7~~PlaPw__,1722009288603,1717322065280.0,5.0,6.0,70.0,70.0,41.0,8.0,4000000000000000,0,0,"""Milady wif a hat, good vibes only.""",8528,,2.0
51,171663.0,0xa791de538068f784a12e8db1f0e2fd8d4c552b59,prvyo,plam 🧙🏽‍♂️,https://d3egfmvgqzu76k.cloudfront.net/twitterPfps/0xa791de538068f784a12e8db1f0e2fd8d4c552b59.jpg?Expires=1822099017&Key-Pair-Id=K11ON08J8XW8N0&Signature=IISmY8tep3h905lZaCyGd38B10JbyLFjwOxzs6eQBc0Tq5qz6bVwh1vkzarl9UAQTPY7cK7uqLXs5PjZuhpki6gMvzpUn2W4p9CPuapf6jmEQGUiN7LOun7yeEKXBiHNevkgxsVR3-FHo~s4-kJ2oYSlPb9RIGPm4mZuUkiExGbMVcr08rX2skkE1Bz4XU-Aktw-wYlZv86R0btdSCtAdV9jfIPhXk6HP46UqQzUpXnAO-xANXp5GcWZMCimcvS290ZKOXK2RYSSz~BJwF1ZbV4tIuGH0RyxuaqFlNAtaFBjBJ0itdYPt9Y8UsYtOE-sxOHbZZ7kphdzNeTOj-uTew__,410523100,Plamplam,plam,https://d3egfmvgqzu76k.cloudfront.net/twitterPfps/0xa791de538068f784a12e8db1f0e2fd8d4c552b59.jpg?Expires=1822099017&Key-Pair-Id=K11ON08J8XW8N0&Signature=IISmY8tep3h905lZaCyGd38B10JbyLFjwOxzs6eQBc0Tq5qz6bVwh1vkzarl9UAQTPY7cK7uqLXs5PjZuhpki6gMvzpUn2W4p9CPuapf6jmEQGUiN7LOun7yeEKXBiHNevkgxsVR3-FHo~s4-kJ2oYSlPb9RIGPm4mZuUkiExGbMVcr08rX2skkE1Bz4XU-Aktw-wYlZv86R0btdSCtAdV9jfIPhXk6HP46UqQzUpXnAO-xANXp5GcWZMCimcvS290ZKOXK2RYSSz~BJwF1ZbV4tIuGH0RyxuaqFlNAtaFBjBJ0itdYPt9Y8UsYtOE-sxOHbZZ7kphdzNeTOj-uTew__,1718023712976,1716112211858.0,9.0,24.0,44.0,44.0,29.0,9.0,4000000000000000,0,0,,8528,,2.0
52,100150.0,0xa89bdf67886b76945f2e8d0938acec9900d1cd4d,nansenooor,nansenooor,https://d3egfmvgqzu76k.cloudfront.net/twitterPfps/0xa89bdf67886b76945f2e8d0938acec9900d1cd4d.jpg?Expires=1822099018&Key-Pair-Id=K11ON08J8XW8N0&Signature=FEehzOg32cdaDVarOYFb~qWehMPaK2E89Tln5KI2NFmD1knzOSbyyzPsZr-YZhiqLRkrT1Kv1TK433V1yKjZ9Ntt36HY6YNHtpP7QDWtOTPF7Nyqo4z68ylKIiiJ2OsXeJlLv5SzhF6WSzZa5x5i~luFDubbUdsQ3cctJIVxo95biAJMWNOhPiyzz9LjDKWcf1uWumWQn4v6~LXrRyRfeBPjBD4EOs3Z4CVBItOZEVJ5nOHoQGu8tRAdCQ2PqFYmgoIhBAqYiaFPlhSTbSCwtzn42CJadOeLCzLGrKuyyqEmdzsXr4OZ4tMKiUsVQmDJxVM6TPDZ0XOzy3D4Hg4lGQ__,1561195198884892673,nansenooor,nansenooor,https://d3egfmvgqzu76k.cloudfront.net/twitterPfps/0xa89bdf67886b76945f2e8d0938acec9900d1cd4d.jpg?Expires=1822099018&Key-Pair-Id=K11ON08J8XW8N0&Signature=FEehzOg32cdaDVarOYFb~qWehMPaK2E89Tln5KI2NFmD1knzOSbyyzPsZr-YZhiqLRkrT1Kv1TK433V1yKjZ9Ntt36HY6YNHtpP7QDWtOTPF7Nyqo4z68ylKIiiJ2OsXeJlLv5SzhF6WSzZa5x5i~luFDubbUdsQ3cctJIVxo95biAJMWNOhPiyzz9LjDKWcf1uWumWQn4v6~LXrRyRfeBPjBD4EOs3Z4CVBItOZEVJ5nOHoQGu8tRAdCQ2PqFYmgoIhBAqYiaFPlhSTbSCwtzn42CJadOeLCzLGrKuyyqEmdzsXr4OZ4tMKiUsVQmDJxVM6TPDZ0XOzy3D4Hg4lGQ__,1716186388394,1716185971924.0,9.0,22.0,124.0,124.0,37.0,12.0,8999999999999999,0,0,"""I'm a stablecoin partially backed 1:1 by fiat, overcollateralized by majors, backed by carry on spot LSDs + perp shorts and \""key hodlers\""""",3294,,2.0
53,45889.0,0xa931735ca387b8803178368777869acff93abf1e,c9rf95zmkt,Felix Neufeld,https://d3egfmvgqzu76k.cloudfront.net/twitterPfps/0xa931735ca387b8803178368777869acff93abf1e.jpg?Expires=1822099018&Key-Pair-Id=K11ON08J8XW8N0&Signature=emr545ntEvfV8Su3acE387il5pjF-GT4SevvbMgLKo14XuJhmNpkSQs2xBrqWZOzhMvueHl0DYp2OTYCPdgC6pi3mm0Fiz~Ca4S79CXG5X7K9o6VK8QBQjWUeiZsiWzqFswfPv2kAos1ZZZ621D9vy00jE3kXQIJvqwl~s7OXu8N8UoobFuGCrTWUlucIknGqfWmRN93LGI8NDsjnRMOvw5K9nBVW9j1eORIHqTAzXiDLd8OW1nSCPTJzpxSfS1~IU7uBSzJ17Cxar6d71ullP7Lp2OCodZnXkf7yCxwFt1D59HvA54Uo-aN15mhyyeW9M5~eWHdJXdWdNtXtkzu-g__,1567264930709086208,c9rf95zmkt,Felix,https://d3egfmvgqzu76k.cloudfront.net/twitterPfps/0xa931735ca387b8803178368777869acff93abf1e.jpg?Expires=1822099018&Key-Pair-Id=K11ON08J8XW8N0&Signature=emr545ntEvfV8Su3acE387il5pjF-GT4SevvbMgLKo14XuJhmNpkSQs2xBrqWZOzhMvueHl0DYp2OTYCPdgC6pi3mm0Fiz~Ca4S79CXG5X7K9o6VK8QBQjWUeiZsiWzqFswfPv2kAos1ZZZ621D9vy00jE3kXQIJvqwl~s7OXu8N8UoobFuGCrTWUlucIknGqfWmRN93LGI8NDsjnRMOvw5K9nBVW9j1eORIHqTAzXiDLd8OW1nSCPTJzpxSfS1~IU7uBSzJ17Cxar6d71ullP7Lp2OCodZnXkf7yCxwFt1D59HvA54Uo-aN15mhyyeW9M5~eWHdJXdWdNtXtkzu-g__,1721982750013,1721982712238.0,6.0,32.0,44.0,44.0,44.0,6.0,2249999999999999.8,0,0,,15073,,2.0
54,75668.0,0xb301f1f0eb40d188be5cfee4ab743ef6de78b7fe,0xKorba,Korba,https://d3egfmvgqzu76k.cloudfront.net/twitterPfps/0xb301f1f0eb40d188be5cfee4ab743ef6de78b7fe.jpg?Expires=1822099018&Key-Pair-Id=K11ON08J8XW8N0&Signature=UnMV~cvPgqpXaQ-O5DYo6QvK1JzIyt0CaDdgD2SFArGup-2RXQNBxD3LdHhiKAcdLP5nttnmd6v7nitf3a9oIZj84GChJlBj4agBMI26Xe~aSi4qPpc25V7y~D3Cm~y99LqSAkq9MLlqJs59J2VIyWEh9aiQD1lJt8qHOCjUyffBQh24LfZCVaeSE~EtUVgumyvPUqUqeba2k~2zwpT9A7x5GF~hfmDbVT1SHHnAwvr7BstDBetRLy7i-OMFLSFkhaiSvZs4TRlMK23iFRUav-Kmgq5UkD4jIEoevv-Z1S5yLf2aTiTQoIl12opsLN6DjKqk-NNaXloVjHzkZre4Ow__,1257267514586865667,nigger,Korba,https://d3egfmvgqzu76k.cloudfront.net/twitterPfps/0xb301f1f0eb40d188be5cfee4ab743ef6de78b7fe.jpg?Expires=1822099018&Key-Pair-Id=K11ON08J8XW8N0&Signature=UnMV~cvPgqpXaQ-O5DYo6QvK1JzIyt0CaDdgD2SFArGup-2RXQNBxD3LdHhiKAcdLP5nttnmd6v7nitf3a9oIZj84GChJlBj4agBMI26Xe~aSi4qPpc25V7y~D3Cm~y99LqSAkq9MLlqJs59J2VIyWEh9aiQD1lJt8qHOCjUyffBQh24LfZCVaeSE~EtUVgumyvPUqUqeba2k~2zwpT9A7x5GF~hfmDbVT1SHHnAwvr7BstDBetRLy7i-OMFLSFkhaiSvZs4TRlMK23iFRUav-Kmgq5UkD4jIEoevv-Z1S5yLf2aTiTQoIl12opsLN6DjKqk-NNaXloVjHzkZre4Ow__,1722081086447,1712661736501.0,2.0,2.0,20.0,20.0,9.0,2.0,250000000000000,0,0,,87218,,2.0
55,23186.0,0xb4360058c48faa01b071767f6b9fdad51539fa28,Few__Chainz,few_chainz,https://d3egfmvgqzu76k.cloudfront.net/twitterPfps/0xb4360058c48faa01b071767f6b9fdad51539fa28.jpg?Expires=1822099018&Key-Pair-Id=K11ON08J8XW8N0&Signature=aGsgV3GiNUUHeIcSY2I0q13Rl7nJTMCNj3prKUuaGNcmXHabcPHGM21is1hvJHtZ08zhSfyPNi4hM2ScaP2lSKfn~y9JLVvv1I4Hi2~iyCsvjJRsC4WNLM65j7Rx-2B4iz2MO~EkD-q63i1ZHfrOElwQzawV0DiwOfw9fAcfESVuc6B9-djmjrCLEZtIrEFSW9BaN-yZEBtIUvLCOdNnbfqPVnMaJKkfieo5J1r4ZFi~6c1QZI93g8H0zVAnBrSVRpsDe9iL6cidt5SIwFG7C1Kg4ZUiOs8cOQM0ZqQUnRJhIgNW3Wa1a6q-baBZl~tYYqXXR1WELNPIf0um9ncgNA__,1568286685024391168,Few__Chainz,few_chainz,https://d3egfmvgqzu76k.cloudfront.net/twitterPfps/0xb4360058c48faa01b071767f6b9fdad51539fa28.jpg?Expires=1822099018&Key-Pair-Id=K11ON08J8XW8N0&Signature=aGsgV3GiNUUHeIcSY2I0q13Rl7nJTMCNj3prKUuaGNcmXHabcPHGM21is1hvJHtZ08zhSfyPNi4hM2ScaP2lSKfn~y9JLVvv1I4Hi2~iyCsvjJRsC4WNLM65j7Rx-2B4iz2MO~EkD-q63i1ZHfrOElwQzawV0DiwOfw9fAcfESVuc6B9-djmjrCLEZtIrEFSW9BaN-yZEBtIUvLCOdNnbfqPVnMaJKkfieo5J1r4ZFi~6c1QZI93g8H0zVAnBrSVRpsDe9iL6cidt5SIwFG7C1Kg4ZUiOs8cOQM0ZqQUnRJhIgNW3Wa1a6q-baBZl~tYYqXXR1WELNPIf0um9ncgNA__,1722096063836,1720463647254.0,4.0,18.0,24.0,24.0,19.0,17.0,18062500000000000,0,0,,1373,,2.0
56,160954.0,0xba2072211f590e12bbd4416a3615370a7375dc56,DWBenefield,David Benefield,https://d3egfmvgqzu76k.cloudfront.net/twitterPfps/0xba2072211f590e12bbd4416a3615370a7375dc56.jpg?Expires=1822099019&Key-Pair-Id=K11ON08J8XW8N0&Signature=fHJB4rpQNgnnquyBVG4LLzLtjMDcmDp6np8zDV5r7k6JFM64ET058ai16rPKKLt9DEGesLae-hv4pjRZ352mrG4YYNVgKu9-eToScdoZQ1c8zLJjZy0HtirVxOHhzWNSqTqJpABYoldqhIDBqKMDMYPEopGTeZ~3PqTx-Pm73BU7sHQs6eF7xQpTVuPKG-0HD~xaHWDWK~Doo3qcm2Vd~ByQzkwHe7VnwdBbyP1m5JerAKMBkJP-42KhwmhDRIzKzS2nkb5DZ7W0hnziQgItmE-kpYOORVsnx9hnoy~SP7XstpNlUypld92PO1dSrJ8pYxpbpNEjs0WUlxXIt1ybOQ__,149812374,DWBenefield,David Benefield,https://d3egfmvgqzu76k.cloudfront.net/twitterPfps/0xba2072211f590e12bbd4416a3615370a7375dc56.jpg?Expires=1822099019&Key-Pair-Id=K11ON08J8XW8N0&Signature=fHJB4rpQNgnnquyBVG4LLzLtjMDcmDp6np8zDV5r7k6JFM64ET058ai16rPKKLt9DEGesLae-hv4pjRZ352mrG4YYNVgKu9-eToScdoZQ1c8zLJjZy0HtirVxOHhzWNSqTqJpABYoldqhIDBqKMDMYPEopGTeZ~3PqTx-Pm73BU7sHQs6eF7xQpTVuPKG-0HD~xaHWDWK~Doo3qcm2Vd~ByQzkwHe7VnwdBbyP1m5JerAKMBkJP-42KhwmhDRIzKzS2nkb5DZ7W0hnziQgItmE-kpYOORVsnx9hnoy~SP7XstpNlUypld92PO1dSrJ8pYxpbpNEjs0WUlxXIt1ybOQ__,1718031138626,1712581920003.0,15.0,107.0,161.0,161.0,106.0,21.0,27562500000000000,0,0,,769,,1.0
57,91134.0,0xc9677e7bd6416c2154e2527f7763e4e4c11695c0,clavet_mathieu,Piment clavet,https://pbs.twimg.com/profile_images/1553963060754276352/PfBtFxTA.jpg,1329086581966217218,clavet_mathieu,Piment clavet,https://pbs.twimg.com/profile_images/1553963060754276352/PfBtFxTA.jpg,1721142548076,1718678394267.0,4.0,9.0,27.0,27.0,9.0,4.0,1000000000000000,0,0,,29886,,2.0
58,35789.0,0xd0ad0138725c314a8f5e38e0d0dab8658a36d202,crossedentropy,MacAttack,https://pbs.twimg.com/profile_images/1661345225032253442/nLXRajUL.jpg,1333776855997034497,crossedentropy,MacAttack,https://pbs.twimg.com/profile_images/1661345225032253442/nLXRajUL.jpg,1720384938782,1715020091465.0,17.0,9.0,172.0,172.0,38.0,17.0,18062500000000000,0,0,"""LFG""",1373,,2.0
59,37045.0,0xd9a4ea92291e4fe5d1339514f3dd13e2e86b5ead,roaddosage,Sunnybricks,https://d3egfmvgqzu76k.cloudfront.net/twitterPfps/0xd9a4ea92291e4fe5d1339514f3dd13e2e86b5ead.jpg?Expires=1822099020&Key-Pair-Id=K11ON08J8XW8N0&Signature=aFcIsP681MDfpuGMN3GvzVqeQ9Y0c0a6e6aTXYhpkza8dd9yWaCwZdzMcQncmlQpwvXOnrs3KytYYEF6nNU9UDY7~LzbP70lTw6ggD7xX~~ek5Kg6dKmvSUAS8jZ8U7HBbKki5LKhyL6DzzpGc1AGDP2ot539S3GC0J-ZoXKm3SHWe7bakL1ZXNx~k0WRJjfiZ7nshgs5EoymBG9MQrcyPvbWkOBKe5jLwxC-M7uEuCJCakLCkMtkJ~QyT4RZ98WpmKdFvUdHuaxvlfeWgonZZIKv2sFrkuCTi1fHfoHiACBVlyt3F1v-4V7LGpuzzbOfbP6p1EbyNBEPlnUxu47Jw__,512760202,roaddosage,Sunnybricks,https://d3egfmvgqzu76k.cloudfront.net/twitterPfps/0xd9a4ea92291e4fe5d1339514f3dd13e2e86b5ead.jpg?Expires=1822099020&Key-Pair-Id=K11ON08J8XW8N0&Signature=aFcIsP681MDfpuGMN3GvzVqeQ9Y0c0a6e6aTXYhpkza8dd9yWaCwZdzMcQncmlQpwvXOnrs3KytYYEF6nNU9UDY7~LzbP70lTw6ggD7xX~~ek5Kg6dKmvSUAS8jZ8U7HBbKki5LKhyL6DzzpGc1AGDP2ot539S3GC0J-ZoXKm3SHWe7bakL1ZXNx~k0WRJjfiZ7nshgs5EoymBG9MQrcyPvbWkOBKe5jLwxC-M7uEuCJCakLCkMtkJ~QyT4RZ98WpmKdFvUdHuaxvlfeWgonZZIKv2sFrkuCTi1fHfoHiACBVlyt3F1v-4V7LGpuzzbOfbP6p1EbyNBEPlnUxu47Jw__,1721807982841,1711241559866.0,4.0,8.0,15.0,15.0,24.0,4.0,1000000000000000,0,0,,29886,,2.0
60,82999.0,0xdab487bb3d38aa9d1ef0b22959e3fb8fb970ba46,carboniferous28,Digital D-Roc,https://d3egfmvgqzu76k.cloudfront.net/twitterPfps/0xdab487bb3d38aa9d1ef0b22959e3fb8fb970ba46.jpg?Expires=1822099020&Key-Pair-Id=K11ON08J8XW8N0&Signature=i-nDJgr-1yAnqcwChb5oc4ucgrefjghgMkYjse7CHsI8~5PuIdZ-0guu-HkiPxUPEZ4DizvDi5mpEGCNoLZpMbATeXDHaQ-TfyhnpJoWeZgXo3u45tSgzhxQkmY8lKzDBLFuBxou4YCKwhSDBkDs0XQHdjF5c712kBbmDChHjqIznRC4cW5oojnwX~fk37rVzXbghoPBhO3uTp2u8FyE3qagDoYgjrXsZ844cLjH8HRzd8Sw-Kd26Bc76dQ~fo-LrKTZuD-2x~SJaahEct6YhMhhHm0HvCPj46ypxszGnynyZ0a0dyx52bhCC2Fw8d4KB0X2CdI6R4J0EqJKiWxuAg__,1366110310986178570,carboniferous28,Digital D-Roc,https://d3egfmvgqzu76k.cloudfront.net/twitterPfps/0xdab487bb3d38aa9d1ef0b22959e3fb8fb970ba46.jpg?Expires=1822099020&Key-Pair-Id=K11ON08J8XW8N0&Signature=i-nDJgr-1yAnqcwChb5oc4ucgrefjghgMkYjse7CHsI8~5PuIdZ-0guu-HkiPxUPEZ4DizvDi5mpEGCNoLZpMbATeXDHaQ-TfyhnpJoWeZgXo3u45tSgzhxQkmY8lKzDBLFuBxou4YCKwhSDBkDs0XQHdjF5c712kBbmDChHjqIznRC4cW5oojnwX~fk37rVzXbghoPBhO3uTp2u8FyE3qagDoYgjrXsZ844cLjH8HRzd8Sw-Kd26Bc76dQ~fo-LrKTZuD-2x~SJaahEct6YhMhhHm0HvCPj46ypxszGnynyZ0a0dyx52bhCC2Fw8d4KB0X2CdI6R4J0EqJKiWxuAg__,1721228493387,1717380534126.0,4.0,9.0,18.0,18.0,13.0,4.0,1000000000000000,0,0,,29886,,2.0
61,181376.0,0xdc0616b61c0689db6c17a40c47ff48c86e7c916f,JoshuaDeuk,Joshua | MOZAIK 🇰🇷,https://d3egfmvgqzu76k.cloudfront.net/twitterPfps/0xdc0616b61c0689db6c17a40c47ff48c86e7c916f.jpg?Expires=1822099020&Key-Pair-Id=K11ON08J8XW8N0&Signature=AVyNz2azlrE7LdiRqH8u2ArG8OXUb0l~QkClSc5u0go3Bp6uOdsE0rNGv0AbZ6GkS0nNZhbnMKd25vDODHJbAosXAzTEkGbjdPgXB00HvAbOo~3j204CPudUA5uIPgddRH1SU2WuL1yB1hHxOz4BYtaBhFEj2OUE3GIgvw4thakDKFEPgZ3NceexHDE5Sf5OxmmWdH3SPsoM9e--jXX0YWfjnqv1LQOmMs4m2HbFda88~IBYrc5HVFyR9N-HPcNiWhFOJS5QuRnDLc5Dth~InIOIkjwc~T4LywjlSmyE5QYX3no--KK8zoO1n2H6Rrnl3DciLa6DqtSkLpXursbE1g__,1471781053958594565,JoshuaDeuk,Joshua |mozaik,https://d3egfmvgqzu76k.cloudfront.net/twitterPfps/0xdc0616b61c0689db6c17a40c47ff48c86e7c916f.jpg?Expires=1822099020&Key-Pair-Id=K11ON08J8XW8N0&Signature=AVyNz2azlrE7LdiRqH8u2ArG8OXUb0l~QkClSc5u0go3Bp6uOdsE0rNGv0AbZ6GkS0nNZhbnMKd25vDODHJbAosXAzTEkGbjdPgXB00HvAbOo~3j204CPudUA5uIPgddRH1SU2WuL1yB1hHxOz4BYtaBhFEj2OUE3GIgvw4thakDKFEPgZ3NceexHDE5Sf5OxmmWdH3SPsoM9e--jXX0YWfjnqv1LQOmMs4m2HbFda88~IBYrc5HVFyR9N-HPcNiWhFOJS5QuRnDLc5Dth~InIOIkjwc~T4LywjlSmyE5QYX3no--KK8zoO1n2H6Rrnl3DciLa6DqtSkLpXursbE1g__,1722099007309,1721883122242.0,60.0,28.0,633.0,633.0,50.0,68.0,289000000000000000,0,0,,17,,2.0
62,225975.0,0xdcf8a163b5d85d9925d83ab0c842c5b199b34927,ProdigalWiz,Prodigal,https://d3egfmvgqzu76k.cloudfront.net/twitterPfps/0xdcf8a163b5d85d9925d83ab0c842c5b199b34927.jpg?Expires=1822099021&Key-Pair-Id=K11ON08J8XW8N0&Signature=hrvJpa25PkMDsCLV8AM7jic0jOQ2LZ5rRCJM5DmiRV9b3NcetmPrenNqOVU1Bh2J0iqhm6WHQy8rLdd4XTpe20rA3JVABRkxlzpRD9zdAwtQWp5NaCF1ikHExxYMbLGz3-Tlgx~9OOETR4--oIUYoWK3D9sW0md-PCvip-F~-RgSgGKxLmNK7pC3W2H7ciQ0rDAhpqHSfTJ50KcKEfT9c2DWEOWgH40RagOfWf9QMo5yGFCntZn27z-Yu2Y7WD7ugdBPDp95hVPOlDL48hH6-iDDgaZV-EQohSiIL8MmLCJ6wG6E9ovp1JeJcVLXBcR7-441xNF0Y5o87Dvw0es-hg__,1278797035114835971,ProdigalWiz,Prodigal,https://d3egfmvgqzu76k.cloudfront.net/twitterPfps/0xdcf8a163b5d85d9925d83ab0c842c5b199b34927.jpg?Expires=1822099021&Key-Pair-Id=K11ON08J8XW8N0&Signature=hrvJpa25PkMDsCLV8AM7jic0jOQ2LZ5rRCJM5DmiRV9b3NcetmPrenNqOVU1Bh2J0iqhm6WHQy8rLdd4XTpe20rA3JVABRkxlzpRD9zdAwtQWp5NaCF1ikHExxYMbLGz3-Tlgx~9OOETR4--oIUYoWK3D9sW0md-PCvip-F~-RgSgGKxLmNK7pC3W2H7ciQ0rDAhpqHSfTJ50KcKEfT9c2DWEOWgH40RagOfWf9QMo5yGFCntZn27z-Yu2Y7WD7ugdBPDp95hVPOlDL48hH6-iDDgaZV-EQohSiIL8MmLCJ6wG6E9ovp1JeJcVLXBcR7-441xNF0Y5o87Dvw0es-hg__,1722099006260,1714836501373.0,3.0,23.0,129.0,129.0,31.0,18.0,20250000000000000,0,0,,1190,,2.0
63,76787.0,0xde115e634cddeb5ddd224f02a014ba9343461d28,yugoviking,yugo,https://d3egfmvgqzu76k.cloudfront.net/twitterPfps/0xde115e634cddeb5ddd224f02a014ba9343461d28.jpg?Expires=1822099021&Key-Pair-Id=K11ON08J8XW8N0&Signature=VpGtkVROcNWYuYAIn2wznrE~gKmSbFTA2r4hwGy2kTis8ixismwpfN1PJunrhFXPBkbeqx4p406b7GzKwNqH4SMVX829RmkAm10RfAqERfO3euVPUO9A6DGYrIAIzmiSaHpggae4C6a-i3723xYTPmytPMzoDrOkk9D5DkZRSMnd7btuN8XaoSElt5ojrTU51teJ2FK75o-eAnYPW5cJ6Ik3dQeJ5AkdnUwLUZi0nWu6spJh-6dWHGAXYcv8uGg5TlQYgNAQRTzr916HSvUloOjwWihPuwAlB5QbFqRiDhV5Gm-8zm76N1TocSq8RAJrXwJvU~kquNwFC-z35fTm7A__,2855829929,yugoviking,yugo,https://d3egfmvgqzu76k.cloudfront.net/twitterPfps/0xde115e634cddeb5ddd224f02a014ba9343461d28.jpg?Expires=1822099021&Key-Pair-Id=K11ON08J8XW8N0&Signature=VpGtkVROcNWYuYAIn2wznrE~gKmSbFTA2r4hwGy2kTis8ixismwpfN1PJunrhFXPBkbeqx4p406b7GzKwNqH4SMVX829RmkAm10RfAqERfO3euVPUO9A6DGYrIAIzmiSaHpggae4C6a-i3723xYTPmytPMzoDrOkk9D5DkZRSMnd7btuN8XaoSElt5ojrTU51teJ2FK75o-eAnYPW5cJ6Ik3dQeJ5AkdnUwLUZi0nWu6spJh-6dWHGAXYcv8uGg5TlQYgNAQRTzr916HSvUloOjwWihPuwAlB5QbFqRiDhV5Gm-8zm76N1TocSq8RAJrXwJvU~kquNwFC-z35fTm7A__,1721645315741,1721615815053.0,23.0,54.0,275.0,275.0,58.0,47.0,138062500000000000,0,0,,67,,2.0
64,47749.0,0xdeaaa828d6f4f7466d5133ea3fbb73bb6852aa0e,IFEELTHEAGI,Joshua,https://d3egfmvgqzu76k.cloudfront.net/twitterPfps/0xdeaaa828d6f4f7466d5133ea3fbb73bb6852aa0e.jpg?Expires=1822099021&Key-Pair-Id=K11ON08J8XW8N0&Signature=RX2YA~L7ziRoN5PocIaaVtOxMQH0eTzf9J7AeDylW2P8P0eibMc5RtENByefc~YKdBSzvZhgwq9gfa~NgpFURKp4fJriarMW7hHB-ABHADUMTzduRX7g0OsykSNBq11j7BHwIQlVtnrOa-auDdbCdChbbz-VtdFUHOPrGDC2Dtp7p7GGhmYDLd-gTvq-WCeH4zEqpsnFTjdF5jKjZ~gOBgA2IC659z~aauBQJZ3oHceFgwVpA4-zggJsqNw-JJfuipdtw4dvKybInRgrfmIJeny6gQSSKYJAh7iTEzvJJD8ZaMr8WurL1lcR~L71H9h1LHU5jPeNw06aBDOFJisItw__,1532410729000841218,IFEELTHEAGI,Joshua,https://d3egfmvgqzu76k.cloudfront.net/twitterPfps/0xdeaaa828d6f4f7466d5133ea3fbb73bb6852aa0e.jpg?Expires=1822099021&Key-Pair-Id=K11ON08J8XW8N0&Signature=RX2YA~L7ziRoN5PocIaaVtOxMQH0eTzf9J7AeDylW2P8P0eibMc5RtENByefc~YKdBSzvZhgwq9gfa~NgpFURKp4fJriarMW7hHB-ABHADUMTzduRX7g0OsykSNBq11j7BHwIQlVtnrOa-auDdbCdChbbz-VtdFUHOPrGDC2Dtp7p7GGhmYDLd-gTvq-WCeH4zEqpsnFTjdF5jKjZ~gOBgA2IC659z~aauBQJZ3oHceFgwVpA4-zggJsqNw-JJfuipdtw4dvKybInRgrfmIJeny6gQSSKYJAh7iTEzvJJD8ZaMr8WurL1lcR~L71H9h1LHU5jPeNw06aBDOFJisItw__,1721806196978,1714761526094.0,3.0,17.0,24.0,24.0,35.0,10.0,6250000000000000,0,0,,5151,,2.0
